AcX,AcY,AcZ,GyX,GyY,GyZ,Activity
-2648,-2400,15648,-205,-284,-1616,standing
-2168,-536,15816,71,-1563,-431,standing
-1788,264,15860,-34,931,-3888,standing
-1820,-44,15928,-400,819,-926,standing
-1196,-856,15912,-440,-707,-35,standing
-1560,-88,15872,-402,-241,465,standing
-1088,-348,15892,-316,-202,-47,standing
-388,-1532,15936,-431,112,-72,standing
-828,-788,15800,487,111,-3281,standing
-800,-1376,15856,104,543,-2760,standing
-696,-720,15760,444,1240,-4881,standing
-1016,-604,15808,424,400,-4420,standing
-1568,380,15972,259,1108,-2997,standing
-1008,48,16104,-1424,-1348,3296,standing
-664,88,15832,-707,252,1091,standing
-772,1156,16156,-180,-2683,-529,standing
864,-2588,15816,-437,-159,249,standing
608,-3760,15644,-313,1769,-4881,standing
-2828,1652,16296,875,2286,-6326,standing
-1808,1744,16348,-912,-1611,3198,standing
1700,-4444,15696,-1726,-1588,3644,standing
-120,-3208,15660,151,1526,-4998,standing
-1580,252,16052,817,1448,-4775,standing
-2196,1776,16256,894,1078,-4158,standing
-2160,2536,16412,-1339,-1219,3332,standing
2448,-3380,15724,-1721,-3707,5290,standing
2140,-5260,15508,-689,840,-1006,standing
-340,-2936,15688,-1192,2670,-505,standing
-2320,-708,15784,-620,-872,302,standing
-1916,-1012,16608,-367,-1021,-340,standing
-2304,-1280,16476,-1668,-1485,123,standing
-1296,-2356,15524,-669,-1598,1301,standing
-12,-544,16260,-667,191,370,standing
-744,-4120,15408,-886,945,3852,standing
252,-2084,15920,-738,-49,2191,standing
1188,-4076,15660,-651,568,2518,standing
988,-5612,15304,-794,1313,-1667,standing
0,-4460,15484,15,1373,-4008,standing
-1724,348,16016,1222,2362,-4851,standing
-1928,2308,16464,146,-1458,-676,standing
-1904,1488,16248,-644,-1448,1364,standing
-760,260,16152,-796,-1141,1840,standing
-172,-1184,15864,-713,-906,1904,standing
308,-1248,15820,-419,-268,-488,standing
-280,-1200,16072,-432,66,184,standing
-604,-1856,15920,-1240,3006,-710,standing
-24,-1408,16088,-634,1372,-1692,standing
-1120,-2180,15716,-305,-40,-2412,standing
-2252,-2040,15600,263,1450,-2966,standing
-1524,-64,16268,-1345,-2695,3148,standing
-1200,-3008,15508,863,2239,-5794,standing
-964,-532,16012,-1159,-4083,6153,standing
1440,-4600,15232,466,1364,-4516,standing
-3304,-1200,15872,1272,2831,-4558,standing
-704,-600,16028,-1604,-3789,7269,standing
1512,-4580,15704,-686,736,155,standing
-268,-3576,15672,-154,1207,-4905,standing
-1244,-240,15952,112,-1545,-2969,standing
-1380,204,16064,-1197,-3135,5123,standing
488,-3072,15668,536,3103,-11175,standing
-2304,-148,16160,-1363,-1589,1351,standing
2852,-1268,16160,-19,-1395,-2821,standing
-2356,-2588,15200,1006,3728,-9316,standing
-4160,1688,16552,-2005,-2866,8130,standing
-24,-2992,15628,708,4605,-10494,standing
-88,-2200,15840,-2446,-12312,17291,standing
-2940,2072,16412,-1137,-40,6713,standing
-3600,1140,16172,-682,66,2669,standing
-1076,348,15944,1749,6165,-11132,standing
2128,-6708,15532,-67,-3768,-4475,standing
1660,-5700,15288,-708,-4592,-2390,standing
1992,-4372,15640,-1391,-5235,6475,standing
-2228,1040,16200,-843,-1068,2432,standing
676,-2236,15696,-124,3384,-4440,standing
428,-592,16228,-811,-2180,6540,standing
1408,-5004,15704,-97,500,-4160,standing
364,-1340,15884,-1744,-2377,8878,standing
-1572,600,16412,-124,3319,-3733,standing
1192,-3696,15848,291,33,-6685,standing
1408,-3848,15872,-159,-3400,1050,standing
-3544,2772,16272,-316,29,2359,standing
3200,-4472,15628,-151,6683,-8986,standing
1668,-1988,15648,-566,-5282,7745,standing
-3868,4160,16868,-829,529,737,standing
1644,-4004,15576,-269,2656,-5593,standing
2904,-6440,15536,-1392,-4170,1199,standing
-2288,2568,16352,-1267,-936,4096,standing
428,-2804,15668,59,3935,-6306,standing
-1064,-3564,15584,454,3009,-8901,standing
20,-4716,16060,900,-803,-9396,standing
-3132,2656,16208,-68,-47,-2435,standing
780,-5184,15612,-1588,-3841,4495,standing
-4984,3308,15940,1218,4867,-6730,standing
1760,-7328,15420,-482,-6179,161,standing
-3648,2176,16188,340,2279,-1448,standing
1220,-5636,15412,-1999,-2097,6141,standing
2876,-3384,15884,-123,-2713,-605,standing
1004,-948,16152,-423,-327,-2783,standing
-1672,2996,16368,-671,-2769,4745,standing
3272,-5288,15468,-69,2935,-8953,standing
760,312,16144,-546,-2734,7755,standing
2092,-2776,15584,-519,2031,-580,standing
-60,-712,15912,126,2450,-7466,standing
-284,-2196,15500,1231,3647,-12474,standing
-1316,1496,16288,-668,-1835,4775,standing
1924,-4260,15448,-204,1645,-5792,standing
-2028,1984,16344,487,2669,-5581,standing
-2120,2868,16372,-1176,-2716,4546,standing
36,1220,16196,-1262,-3994,7964,standing
4044,-7240,15032,-1097,-3673,2939,standing
1568,-3276,15504,-80,5052,-9935,standing
-3148,3132,16536,638,2262,-5808,standing
168,1400,16060,-1738,-3275,7915,standing
4120,-8588,15388,-864,-1862,-565,standing
184,-84,16028,-324,2250,-6407,standing
2444,-3028,15840,-493,1130,-1724,standing
1988,-2112,15928,96,1311,575,standing
696,-1800,15860,-813,-1110,6126,standing
-1216,84,16100,491,-2267,7457,standing
-1984,2980,16496,-235,-1224,2302,standing
2328,-5904,15580,-1231,1167,-3717,standing
-1464,-1432,15688,872,5500,-15502,standing
-884,396,15972,758,3502,-7982,standing
152,-3888,15592,1218,3425,-8628,standing
176,-3712,15512,723,5433,-9801,standing
-2332,1524,16096,1404,2137,-7404,standing
-1196,3660,16568,377,-6963,-1274,standing
-128,-400,16632,529,-4098,8641,standing
1160,-1992,15900,-2432,53,2510,standing
-152,-2176,15840,-1008,634,2922,standing
-272,-2636,15756,-450,-195,-1224,standing
-1012,-3412,15748,-418,2439,-3171,standing
2384,-3776,15980,-253,-2511,-5795,standing
508,-5492,15456,300,246,-2004,standing
3092,-6072,15092,-166,1487,-10300,standing
1156,-2848,15856,964,2394,-3591,standing
-1020,-1764,15676,215,4893,1342,standing
-592,-1096,15396,-721,1749,1015,standing
-1252,-1536,15752,-80,3759,-3601,standing
-2216,732,16276,2008,3869,-11362,standing
1316,-5428,15404,-176,-5942,2392,standing
-760,2416,16356,781,4531,-4528,standing
-2212,980,15984,829,2516,-3033,standing
-1736,556,16212,-254,112,-2498,standing
-2320,-1008,18116,48,1012,-1332,standing
-956,-1508,15080,-390,-1842,-1135,standing
-696,-1216,16128,325,-3671,-2360,standing
1748,-4296,15724,-1084,-1777,3878,standing
-200,-812,15984,396,1779,-5539,standing
2396,-4580,15620,-740,-1551,4369,standing
-336,-668,15920,143,2751,-4450,standing
816,-428,15980,-818,-1511,5327,standing
852,-1948,15700,-620,251,964,standing
1916,-2640,15756,-2330,5547,-838,standing
-1508,-3124,15164,488,1595,-7232,standing
-1512,-1004,15868,-729,-4381,-4152,standing
-1328,752,16384,1088,2717,-1923,standing
72,-936,15220,-342,1715,151,standing
1736,-3440,15612,-2127,-1655,10909,standing
1992,-4380,15716,-548,-696,282,standing
1092,-3340,15732,-1085,-2294,453,standing
2388,-4628,15796,-67,286,-9038,standing
-1932,2296,16556,400,3437,-3419,standing
312,-2392,15836,-1214,1166,-2185,standing
432,-1364,15972,-486,173,-546,standing
864,-1484,15992,-581,970,521,standing
408,-1740,16004,-743,273,1666,standing
164,-2432,15832,-438,-186,278,standing
80,-1740,16072,-241,-37,-679,standing
36,-1856,15980,-266,79,-721,standing
796,-952,15872,-978,-1908,4216,standing
776,-676,16036,599,1511,-5299,standing
1244,-3108,15748,-680,-1363,1809,standing
-304,492,16388,-946,246,1390,standing
424,-824,16168,-227,535,-1826,standing
972,-600,15880,-45,-245,-1391,standing
1076,-1452,15972,-95,611,-748,standing
480,4,16096,-673,-718,651,standing
328,-256,16012,-785,-599,2074,standing
3540,-3524,15368,-2062,-3530,6866,standing
992,-1192,15880,-537,-852,-1274,standing
1956,-1460,15876,-710,-304,-3102,standing
2208,-1496,15784,-885,349,-1596,standing
3440,-2324,15788,-172,-721,-2384,standing
2252,-1656,15928,-767,1370,-2918,standing
1384,-1888,16032,-254,164,-1274,standing
1896,-3164,15636,-643,1958,-1923,standing
1044,-3232,15736,-426,-1776,4834,standing
860,-1108,16000,-395,-233,-104,standing
-2052,-2744,15928,-97,3067,763,standing
-1312,-1416,15980,137,97,-399,standing
-400,-1836,16076,-645,556,-1851,standing
-1228,-2844,15752,-339,-2028,-824,standing
964,-1148,16232,419,-2893,-1080,standing
0,-1620,15956,-851,1624,-191,standing
12,-2260,16100,-322,-420,312,standing
-364,-2200,15868,-455,-876,414,standing
484,-1780,15888,99,547,-4411,standing
-80,-720,15960,-1622,-2874,7891,standing
1044,-4088,15808,-1670,895,2031,standing
-544,-2364,15976,-1989,-1996,1781,standing
-3424,-2848,15480,-694,-26,-3951,standing
-3036,756,15984,148,-6104,9602,standing
516,-1904,15896,-606,-3904,2780,standing
-660,-404,15788,2261,863,-9050,standing
48,-1268,15848,-618,479,1385,standing
396,-436,16464,573,-1172,-373,standing
-2536,804,15992,298,-2143,-4025,standing
2976,-3832,15968,-1456,-4800,-605,standing
-1700,2212,16168,-978,-754,4207,standing
-488,-784,15988,440,4131,-7633,standing
-1616,1060,16088,-726,-918,1920,standing
-480,-124,16132,-643,-1452,2631,standing
500,124,15992,-817,-1738,3630,standing
1764,-1780,15868,-885,-2401,4999,standing
2000,-3888,15800,-312,946,-3475,standing
364,-2860,15664,-92,1495,-4892,standing
-624,-1288,15704,547,2329,-7936,standing
608,-3356,15908,-393,-1045,1955,standing
888,-1248,15956,-403,802,-2639,standing
-56,-60,15888,222,543,-3101,standing
-324,-360,16000,-427,-1150,534,standing
1976,-1332,15904,-369,-1292,975,standing
2548,-2020,15664,-183,771,-5905,standing
532,316,16252,-327,-85,501,standing
2168,-1704,15732,-332,-951,1426,standing
1680,-528,16016,-821,389,1623,standing
1716,-984,15904,-374,-252,-841,standing
1704,-1068,15904,-475,287,-229,standing
1884,-964,15940,-339,-280,-242,standing
1468,-1060,15868,-453,85,99,standing
1548,-924,15948,-513,-149,127,standing
1804,-1116,15896,-656,-49,-41,standing
1456,-1568,15884,-1310,567,-510,standing
804,-1044,15920,-708,1566,-955,standing
404,-1288,15924,-1490,183,2791,standing
1612,-2552,15872,-936,617,261,standing
1096,-2868,15732,-245,180,-921,standing
884,-1964,15896,-242,496,-671,standing
-28,-692,15944,571,3395,-5819,standing
708,-1112,16072,-928,-1689,2358,standing
852,-1476,16160,-504,1393,-1883,standing
780,-3108,15812,-357,-308,-1539,standing
836,-2584,15816,-674,-699,-1613,standing
1120,-2012,15776,-348,-538,-1077,standing
-52,-2220,15836,-557,-1132,5368,standing
2324,-3132,15844,-645,-1958,562,standing
1084,-1276,15948,-345,-1167,284,standing
1644,-1372,16068,-1040,-2112,2033,standing
1536,-2584,15636,-338,-319,-1727,standing
672,-3068,15808,-372,-1250,1178,standing
788,-3356,15652,-347,-297,-2698,standing
888,-1168,16068,-611,-309,1975,standing
1408,-2056,16020,-472,-745,879,standing
1708,-1616,15692,-375,-494,-2698,standing
1700,-2864,15820,-413,-142,-3110,standing
504,-1280,16016,-636,622,996,standing
2784,284,16028,577,-804,-1011,standing
2380,372,16372,-234,-1291,353,standing
372,-2464,15876,-1392,-2617,2283,standing
1300,-2296,15712,-222,644,368,standing
1484,-776,16164,-203,964,1813,standing
3080,1068,16440,630,-86,-3466,standing
1868,-856,15936,155,-2928,-2573,standing
408,-424,16084,-444,-863,667,standing
664,-2068,15980,-148,-1643,-2340,standing
260,-3148,15632,-652,30,-2003,standing
1664,-1932,15804,-538,66,-5031,standing
1876,-816,16104,-1584,-216,3340,standing
1680,-524,15912,468,-1138,-2492,standing
832,-2964,15828,-960,-1330,662,standing
760,-2948,15776,-588,1001,37,standing
196,-1956,15968,-812,-319,3829,standing
-1624,-4136,15472,-1153,920,9501,standing
-312,-3932,15712,-29,-840,-4019,standing
-1868,-2152,15436,681,2380,-6720,standing
-1428,-2816,15960,-1500,-16,4944,standing
232,-2832,15596,-1189,-619,1068,standing
-2972,-5844,15152,505,1633,-3918,standing
572,604,16524,20,-628,4003,standing
124,-3500,15752,175,-1861,-4305,standing
-836,-1112,16128,-715,-1324,6965,standing
-240,-88,16008,139,-749,5411,standing
-1340,-2168,15804,1353,-906,-7578,standing
-1464,-1880,15916,-298,250,-171,standing
-644,-1620,15904,-525,226,652,standing
-1236,-1636,15788,-618,118,-1159,standing
-832,-1980,15876,-539,-824,-1622,standing
-720,-720,15980,-1058,1533,-4545,standing
72,-2620,15844,-892,-1414,-2707,standing
700,-2588,15768,-363,-1748,-2685,standing
1124,-1636,15848,605,-40,-5143,standing
1116,-616,16124,-730,-158,1403,standing
1392,-1828,15768,-456,-171,-308,standing
1268,-2640,15824,-253,1338,-1706,standing
776,-2440,15832,-540,555,-286,standing
-440,-2800,15692,-1594,531,6795,standing
796,-2504,15904,-613,-589,758,standing
1064,-2220,15776,-67,809,443,standing
-248,-2144,15800,-744,-888,5081,standing
872,-1076,16100,86,661,-627,standing
-320,-2908,15792,-709,-769,1224,standing
400,-1656,16012,-821,-209,1917,standing
112,-1244,15968,-258,89,-1637,standing
860,-1924,16016,-105,-495,-3834,standing
48,-2016,16072,-397,-556,-1928,standing
100,-2496,15744,-452,-1302,-1622,standing
528,-2044,15972,-342,-622,-93,standing
1096,-2188,15824,-399,-60,242,standing
732,-744,16244,-1092,50,3690,standing
1204,-804,16148,-781,-69,1851,standing
736,-1468,15936,-581,43,732,standing
316,-2144,15860,-683,17,1759,standing
684,-2432,15968,-697,551,1195,standing
904,-2296,15960,-280,-294,-194,standing
520,-1732,16000,-86,52,899,standing
312,-2512,15924,-410,-352,2472,standing
856,-460,16036,209,-126,16,standing
348,-2040,15992,-249,-476,-260,standing
412,-1772,15760,-354,49,-2213,standing
1036,-1024,15896,-110,513,-2085,standing
4,-1272,15964,-514,148,918,standing
-92,-956,15876,-666,597,180,standing
360,564,16408,34,919,-2837,standing
-400,-740,16016,-739,-957,1977,standing
184,-1788,15944,-923,-830,-1717,standing
-60,-1260,15992,-1054,-87,-2992,standing
1012,-2544,15868,-1194,-257,1062,standing
1660,-2432,15600,-534,-727,-1451,standing
1336,-2012,15860,-731,504,274,standing
1984,-2460,15728,-757,1132,2623,standing
2956,-348,16112,1090,-205,-6238,standing
572,-3560,15548,-659,-67,469,standing
2168,-660,15872,33,-625,-303,standing
800,-2520,15792,-677,251,4647,standing
1664,-1828,16092,-141,-133,-1773,standing
-36,-744,16176,-377,1418,3013,standing
964,-1148,16028,-93,-1800,303,standing
-1188,-3780,15620,-478,-795,1173,standing
-1652,-3668,15548,-506,-425,2792,standing
736,-168,16256,-279,366,4055,standing
-1368,-3204,15632,-467,-543,227,standing
364,920,16420,-115,237,11,standing
-508,-1912,15860,421,-957,-5299,standing
-1088,-1544,16092,-881,-531,2697,standing
-316,-1616,15996,-568,-971,-1530,standing
600,-1492,15864,-624,-602,-4716,standing
-144,-880,16116,-1480,679,2210,standing
80,-2996,15800,-993,-1279,-1732,standing
552,-2232,15976,-559,-503,281,standing
-88,-2664,15784,-573,-448,1025,standing
-768,-2496,15904,-293,-144,-210,standing
-636,-2032,15884,-237,-577,58,standing
-196,-2720,15844,-519,480,-176,standing
-1184,-2068,15816,224,355,-5251,standing
-1212,-3104,15584,-1278,633,1200,standing
-168,-1752,15904,-199,-414,-1920,standing
-808,-224,16928,-894,138,3920,standing
-1432,-3164,15516,-497,-610,-374,standing
188,-1108,16056,-147,-1026,-777,standing
-180,-3372,15556,-231,-604,-3792,standing
-1032,-4272,15536,-1101,917,1366,standing
-196,-1380,16164,-273,-607,1067,standing
-1504,-3496,15784,-788,212,1394,standing
132,-1632,15988,-41,-182,-2353,standing
-972,-2324,15692,-464,22,-320,standing
-1136,-3664,15452,40,-428,-3217,standing
-1024,-1736,15960,-1011,741,3024,standing
-1844,-4204,15228,-576,-833,-2329,standing
-1256,-3456,15604,-1092,-492,2267,standing
-380,-2268,15896,-467,-643,-1469,standing
-32,-2432,15832,-417,-378,-1632,standing
440,-2652,15800,-567,-125,-356,standing
644,-2588,15868,-462,-592,542,standing
-1016,-3276,15428,630,3933,-4810,standing
-1928,-1588,15880,-742,-1622,1222,standing
-1552,-3008,15520,-28,1145,-80,standing
-1424,-3108,15832,-1489,-1473,5885,standing
-208,-1012,15996,63,592,-1561,standing
-2092,-4912,15168,-1343,-974,4848,standing
124,-1828,16056,-909,-601,1882,standing
84,-2604,15924,-517,-378,-783,standing
880,-1572,15876,-215,-265,-1472,standing
-332,-3376,15700,-569,-265,-221,standing
304,-2448,15872,-393,-164,203,standing
92,-2440,15852,-372,-104,453,standing
372,-1924,16048,-502,-77,1086,standing
776,-296,16472,-577,133,511,standing
-136,-2432,15828,-503,-244,-724,standing
32,-2232,15816,-308,-317,-148,standing
-124,-2192,15928,-602,-141,-357,standing
-128,-2456,15756,-649,-2,-622,standing
368,-2096,15924,-660,111,-552,standing
112,-2680,15920,-524,-288,-178,standing
100,-2712,15868,-489,-9,59,standing
-532,-3020,15684,-711,561,1317,standing
12,-3352,15740,-647,112,2054,standing
-380,-3252,15716,-175,362,866,standing
-624,-3408,15484,-72,-649,2169,standing
-1492,-1428,16016,-36,301,935,standing
-784,-2016,15788,-687,-860,239,standing
-848,-1872,15956,-641,1118,-1492,standing
-1368,-2056,15816,-542,241,-2995,standing
-124,-1540,15952,-695,-1285,-2060,standing
884,-3852,15660,-899,-1906,-237,standing
436,-2336,15768,-414,-732,-782,standing
528,-2540,15924,-681,389,884,standing
472,-2584,15736,-371,-58,-101,standing
560,-2536,15928,-334,-11,-71,standing
548,-2040,15856,-166,-201,850,standing
316,-2172,15956,-388,-67,6,standing
280,-2292,15848,-377,-127,-727,standing
832,-372,16232,-822,715,3543,standing
-568,-1760,16004,-553,398,257,standing
-1788,-2276,15856,-501,-103,5868,standing
44,-2724,15792,-547,-2557,1943,standing
-620,-1588,15856,66,-1749,2311,standing
1464,-1996,15936,-389,-1451,169,standing
-1072,1128,16804,1960,3990,1280,standing
-128,120,16364,-497,-785,3232,standing
-120,-2136,16128,-297,-2426,-1446,standing
-256,-1800,15956,-1111,657,424,standing
-1256,-1544,15804,-895,1657,-4001,standing
-364,-2724,15644,492,729,-8327,standing
-1480,-4120,15260,-1606,-206,-2343,standing
1140,-3032,15712,-305,-3918,-24,standing
1308,-408,16064,-1124,1324,-2960,standing
-224,-2312,15992,159,974,-3740,standing
-2388,-3020,14540,-1102,1734,-697,standing
-1596,-2784,15816,960,-2929,-284,standing
-844,-1600,16076,-223,-270,-1344,standing
-1260,-1680,16024,-560,-827,-2572,standing
552,-1876,15904,-709,-1050,298,standing
1976,-2340,15820,-343,31,-2684,standing
1836,-1300,15916,-427,221,-314,standing
1196,-2028,15768,-423,763,2113,standing
1420,-2844,15988,-376,890,-950,standing
-216,-2036,15688,-762,-142,5705,standing
-976,-2144,15800,177,767,552,standing
-848,-2380,15840,-51,-810,1734,standing
-1560,-1160,15900,-92,1153,-625,standing
-3184,-2716,15364,-1203,1099,1534,standing
-2556,-2776,15372,-1337,1462,1339,standing
-1648,-2888,15260,-1255,-2156,-245,standing
144,-2188,15968,129,-3556,-1657,standing
1060,-4048,15536,-1046,872,3562,standing
-84,-4248,15176,635,2184,-200,standing
188,-3076,15768,-292,-1167,3068,standing
1388,-1324,15952,-71,-837,-295,standing
-676,-3720,15924,-1399,-161,3992,standing
1120,-2432,16004,82,-603,-3518,standing
460,-2160,15924,-803,546,3526,standing
-320,-2492,15748,-835,-1027,5168,standing
-64,-3940,15480,65,-810,-3558,standing
-172,-2296,15936,-429,90,1062,standing
120,-2572,16032,-409,-1149,460,standing
436,-1656,15864,-161,-879,-240,standing
296,-2484,15904,-516,-155,711,standing
532,-1960,16064,-584,-10,-25,standing
488,-2336,15820,-485,-188,-200,standing
704,-2276,15896,-403,-573,-117,standing
708,-2328,15804,-341,32,-366,standing
932,-2068,15920,-432,-253,-87,standing
724,-2176,15832,-453,-252,-311,standing
828,-2300,15908,-545,-178,10,standing
780,-2432,15748,-431,-291,-201,standing
824,-2260,15772,-529,130,-11,standing
1012,-2512,15848,-425,-182,-66,standing
888,-2380,15780,-456,-66,-70,standing
984,-2284,15840,-406,-79,-168,standing
860,-2372,15876,-435,-105,-347,standing
736,-2300,15856,-426,157,-491,standing
836,-2332,15880,-408,-167,-154,standing
972,-2376,15996,-416,-292,-240,standing
1072,-2340,15856,-458,-147,-368,standing
996,-2188,15768,-412,-286,-96,standing
872,-2128,15884,-497,-61,-259,standing
956,-2244,15960,-434,-214,-193,standing
1104,-2296,15880,-449,-374,-103,standing
980,-2480,15780,-471,-235,15,standing
1084,-2556,15876,-539,-50,-276,standing
688,-1772,16112,-695,39,3947,standing
1280,-2156,15752,-346,-423,-1635,standing
496,-3332,15752,-519,-380,-299,standing
828,-1684,16012,-537,-119,2836,standing
1320,-3020,15644,-538,-99,-4062,standing
280,-724,16164,-1061,-1046,3038,standing
